"","Participant","CategoryStructure","Manipulation","Trials","System","NegativeZ"
"4779",2390,"RB","task",12,"Explicit",NA
"4780",2390,"II","task",26,"Explicit",NA
"4781",2391,"RB","control",9,"Explicit",NA
"4782",2391,"II","control",162,"Procedural",1
"4783",2392,"RB","task",104,"Explicit",1
"4784",2392,"II","task",8,"Explicit",NA
"4785",2393,"RB","control",11,"Explicit",NA
"4786",2393,"II","control",170,"Explicit",1
"4787",2394,"RB","task",36,"Explicit",NA
"4788",2394,"II","task",18,"Explicit",NA
"4789",2395,"RB","control",10,"Explicit",NA
"4790",2395,"II","control",NA,NA,1
"4791",2396,"RB","task",8,"Explicit",NA
"4792",2396,"II","task",41,"Explicit",NA
"4793",2397,"RB","control",22,"Explicit",NA
"4794",2397,"II","control",18,"Explicit",NA
"4795",2398,"RB","task",68,"Explicit",1
"4796",2398,"II","task",108,"Explicit",1
"4797",2399,"RB","control",11,"Explicit",NA
"4798",2399,"II","control",57,"Explicit",NA
"4799",2400,"RB","task",32,"Explicit",NA
"4800",2400,"II","task",22,"Explicit",NA
"4801",2401,"RB","control",35,"Explicit",NA
"4802",2401,"II","control",97,"Explicit",NA
"4803",2402,"RB","task",81,"Procedural",1
"4804",2402,"II","task",46,"Explicit",NA
"4805",2403,"RB","control",14,"Explicit",NA
"4806",2403,"II","control",66,"Explicit",NA
"4807",2404,"RB","task",170,"Explicit",1
"4808",2404,"II","task",122,"Explicit",1
"4809",2405,"RB","control",14,"Explicit",NA
"4810",2405,"II","control",147,"Explicit",NA
"4811",2406,"RB","task",152,"Explicit",1
"4812",2406,"II","task",55,"Explicit",NA
"4813",2407,"RB","control",9,"Explicit",NA
"4814",2407,"II","control",8,"Explicit",NA
"4815",2408,"RB","task",8,"Explicit",NA
"4816",2408,"II","task",13,"Explicit",NA
"4817",2409,"RB","control",16,"Explicit",NA
"4818",2409,"II","control",24,"Explicit",NA
"4819",2410,"RB","task",8,"Explicit",NA
"4820",2410,"II","task",50,"Explicit",NA
"4821",2411,"RB","control",10,"Explicit",NA
"4822",2411,"II","control",66,"Explicit",NA
"4823",2412,"RB","task",44,"Explicit",1
"4824",2412,"II","task",NA,NA,1
"4825",2413,"RB","control",10,"Explicit",NA
"4826",2413,"II","control",29,"Explicit",NA
"4827",2414,"RB","task",NA,NA,1
"4828",2414,"II","task",86,"Explicit",1
"4829",2415,"RB","control",14,"Explicit",NA
"4830",2415,"II","control",51,"Explicit",NA
"4831",2416,"RB","task",89,"Explicit",1
"4832",2416,"II","task",24,"Explicit",NA
"4833",2417,"RB","control",10,"Explicit",NA
"4834",2417,"II","control",37,"Explicit",NA
"4835",2418,"RB","task",199,"Procedural",1
"4836",2418,"II","task",30,"Explicit",NA
"4837",2419,"RB","control",38,"Explicit",NA
"4838",2419,"II","control",152,"Explicit",1
"4839",2420,"RB","task",9,"Explicit",NA
"4840",2420,"II","task",19,"Explicit",NA
"4841",2421,"RB","control",34,"Explicit",NA
"4842",2421,"II","control",29,"Explicit",NA
"4843",2422,"RB","task",8,"Explicit",NA
"4844",2422,"II","task",NA,NA,1
"4845",2423,"RB","control",18,"Explicit",NA
"4846",2423,"II","control",10,"Explicit",NA
"4847",2424,"RB","task",162,"Procedural",1
"4848",2424,"II","task",54,"Explicit",NA
"4849",2425,"RB","control",8,"Explicit",NA
"4850",2425,"II","control",NA,NA,1
"4851",2426,"RB","task",190,"Procedural",1
"4852",2426,"II","task",71,"Explicit",1
"4853",2427,"RB","control",8,"Explicit",NA
"4854",2427,"II","control",66,"Explicit",NA
"4855",2428,"RB","task",8,"Explicit",NA
"4856",2428,"II","task",154,"Explicit",1
"4857",2429,"RB","control",8,"Explicit",NA
"4858",2429,"II","control",19,"Explicit",NA
"4859",2430,"RB","task",NA,NA,1
"4860",2430,"II","task",8,"Explicit",NA
"4861",2431,"RB","control",13,"Explicit",NA
"4862",2431,"II","control",18,"Explicit",NA
"4863",2432,"RB","task",40,"Explicit",1
"4864",2432,"II","task",23,"Explicit",NA
"4865",2433,"RB","control",11,"Explicit",NA
"4866",2433,"II","control",8,"Explicit",NA
"4867",2434,"RB","task",64,"Explicit",1
"4868",2434,"II","task",115,"Explicit",1
"4869",2435,"RB","control",15,"Explicit",NA
"4870",2435,"II","control",8,"Explicit",NA
"4871",2436,"RB","task",144,"Explicit",1
"4872",2436,"II","task",33,"Explicit",NA
"4873",2437,"RB","control",24,"Explicit",NA
"4874",2437,"II","control",NA,NA,1
"4875",2438,"RB","task",94,"Procedural",1
"4876",2438,"II","task",31,"Explicit",NA
"4877",2439,"RB","control",24,"Explicit",NA
"4878",2439,"II","control",184,"Procedural",1
"4879",2440,"RB","task",83,"Procedural",1
"4880",2440,"II","task",13,"Explicit",NA
"4881",2441,"RB","control",8,"Explicit",NA
"4882",2441,"II","control",75,"Explicit",NA
"4883",2442,"RB","task",NA,NA,1
"4884",2442,"II","task",46,"Explicit",NA
"4885",2443,"RB","control",15,"Explicit",NA
"4886",2443,"II","control",69,"Explicit",NA
"4887",2444,"RB","task",111,"Explicit",1
"4888",2444,"II","task",46,"Explicit",NA
"4889",2445,"RB","control",35,"Explicit",NA
"4890",2445,"II","control",47,"Explicit",NA
"4891",2446,"RB","task",23,"Explicit",NA
"4892",2446,"II","task",92,"Explicit",1
"4893",2447,"RB","control",74,"Explicit",1
"4894",2447,"II","control",180,"Procedural",1
"4895",2448,"RB","task",116,"Explicit",1
"4896",2448,"II","task",164,"Explicit",1
"4897",2449,"RB","control",8,"Explicit",NA
"4898",2449,"II","control",19,"Explicit",NA
"4899",2450,"RB","task",NA,NA,1
"4900",2450,"II","task",21,"Explicit",NA
"4901",2451,"RB","control",8,"Explicit",NA
"4902",2451,"II","control",41,"Explicit",NA
"4903",2452,"RB","task",108,"Explicit",1
"4904",2452,"II","task",53,"Explicit",NA
"4905",2453,"RB","control",39,"Explicit",NA
"4906",2453,"II","control",121,"Explicit",NA
"4907",2454,"RB","task",8,"Explicit",NA
"4908",2454,"II","task",26,"Explicit",NA
"4909",2455,"RB","control",11,"Explicit",NA
"4910",2455,"II","control",45,"Explicit",NA
"4911",2456,"RB","task",NA,NA,1
"4912",2456,"II","task",98,"Explicit",1
"4913",2457,"RB","control",18,"Explicit",NA
"4914",2457,"II","control",111,"Explicit",NA
"4915",2458,"RB","task",8,"Explicit",NA
"4916",2458,"II","task",91,"Explicit",NA
"4917",2459,"RB","control",19,"Explicit",NA
"4918",2459,"II","control",51,"Explicit",NA
"4919",2460,"RB","task",39,"Explicit",1
"4920",2460,"II","task",33,"Explicit",NA
"4921",2461,"RB","control",11,"Explicit",NA
"4922",2461,"II","control",109,"Explicit",NA
"4923",2462,"RB","task",188,"Procedural",1
"4924",2462,"II","task",143,"Procedural",1
"4925",2463,"RB","control",11,"Explicit",NA
"4926",2463,"II","control",NA,NA,1
"4927",2464,"RB","task",NA,NA,1
"4928",2464,"II","task",161,"Explicit",1
"4929",2465,"RB","control",14,"Explicit",NA
"4930",2465,"II","control",NA,NA,1
"4931",2466,"RB","task",41,"Explicit",1
"4932",2466,"II","task",16,"Explicit",NA
"4933",2467,"RB","control",22,"Explicit",NA
"4934",2467,"II","control",81,"Explicit",NA
"4935",2468,"RB","task",NA,NA,1
"4936",2468,"II","task",48,"Explicit",NA
"4937",2469,"RB","control",10,"Explicit",NA
"4938",2469,"II","control",78,"Explicit",NA
"4939",2470,"RB","task",8,"Explicit",NA
"4940",2470,"II","task",33,"Explicit",NA
"4941",2471,"RB","control",8,"Explicit",NA
"4942",2471,"II","control",36,"Explicit",NA
"4943",2472,"RB","task",81,"Explicit",1
"4944",2472,"II","task",26,"Explicit",NA
"4945",2473,"RB","control",12,"Explicit",NA
"4946",2473,"II","control",18,"Explicit",NA
"4947",2474,"RB","task",8,"Explicit",NA
"4948",2474,"II","task",50,"Explicit",NA
"4949",2475,"RB","control",12,"Explicit",NA
"4950",2475,"II","control",19,"Explicit",NA
"4951",2476,"RB","task",181,"Procedural",1
"4952",2476,"II","task",51,"Explicit",NA
"4953",2477,"RB","control",11,"Explicit",NA
"4954",2477,"II","control",105,"Explicit",NA
"4955",2478,"RB","task",129,"Procedural",1
"4956",2478,"II","task",51,"Explicit",NA
"4957",2479,"RB","control",8,"Explicit",NA
"4958",2479,"II","control",87,"Explicit",NA
"4959",2480,"RB","task",14,"Explicit",NA
"4960",2480,"II","task",18,"Explicit",NA
"4961",2481,"RB","control",10,"Explicit",NA
"4962",2481,"II","control",68,"Explicit",NA
"4963",2482,"RB","task",8,"Explicit",NA
"4964",2482,"II","task",58,"Explicit",NA
"4965",2483,"RB","control",8,"Explicit",NA
"4966",2483,"II","control",70,"Explicit",NA
"4967",2484,"RB","task",23,"Explicit",NA
"4968",2484,"II","task",37,"Explicit",NA
"4969",2485,"RB","control",8,"Explicit",NA
"4970",2485,"II","control",31,"Explicit",NA
"4971",2486,"RB","task",148,"Explicit",1
"4972",2486,"II","task",131,"Explicit",1
"4973",2487,"RB","control",8,"Explicit",NA
"4974",2487,"II","control",8,"Explicit",NA
"4975",2488,"RB","task",8,"Explicit",NA
"4976",2488,"II","task",16,"Explicit",NA
"4977",2489,"RB","control",29,"Explicit",NA
"4978",2489,"II","control",9,"Explicit",NA
"4979",2490,"RB","task",8,"Explicit",NA
"4980",2490,"II","task",45,"Explicit",NA
"4981",2491,"RB","control",10,"Explicit",NA
"4982",2491,"II","control",182,"Explicit",1
"4983",2492,"RB","task",8,"Explicit",NA
"4984",2492,"II","task",14,"Explicit",NA
"4985",2493,"RB","control",8,"Explicit",NA
"4986",2493,"II","control",59,"Explicit",NA
"4987",2494,"RB","task",77,"Explicit",1
"4988",2494,"II","task",42,"Explicit",NA
"4989",2495,"RB","control",8,"Explicit",NA
"4990",2495,"II","control",NA,NA,1
"4991",2496,"RB","task",NA,NA,1
"4992",2496,"II","task",20,"Explicit",NA
"4993",2497,"RB","control",11,"Explicit",NA
"4994",2497,"II","control",76,"Explicit",NA
"4995",2498,"RB","task",141,"Explicit",1
"4996",2498,"II","task",11,"Explicit",NA
"4997",2499,"RB","control",31,"Explicit",NA
"4998",2499,"II","control",44,"Explicit",NA
"4999",2500,"RB","task",8,"Explicit",NA
"5000",2500,"II","task",14,"Explicit",NA
"5001",2501,"RB","control",46,"Explicit",NA
"5002",2501,"II","control",16,"Explicit",NA
"5003",2502,"RB","task",44,"Explicit",NA
"5004",2502,"II","task",97,"Explicit",1
"5005",2503,"RB","control",18,"Explicit",NA
"5006",2503,"II","control",169,"Explicit",1
"5007",2504,"RB","task",8,"Explicit",NA
"5008",2504,"II","task",31,"Explicit",NA
"5009",2505,"RB","control",16,"Explicit",NA
"5010",2505,"II","control",136,"Explicit",NA
"5011",2506,"RB","task",8,"Explicit",NA
"5012",2506,"II","task",94,"Explicit",NA
"5013",2507,"RB","control",9,"Explicit",NA
"5014",2507,"II","control",8,"Explicit",NA
"5015",2508,"RB","task",42,"Explicit",NA
"5016",2508,"II","task",34,"Explicit",NA
"5017",2509,"RB","control",16,"Explicit",NA
"5018",2509,"II","control",141,"Explicit",NA
"5019",2510,"RB","task",8,"Explicit",NA
"5020",2510,"II","task",189,"Explicit",1
"5021",2511,"RB","control",8,"Explicit",NA
"5022",2511,"II","control",49,"Explicit",NA
"5023",2512,"RB","task",NA,NA,1
"5024",2512,"II","task",158,"Explicit",1
"5025",2513,"RB","control",15,"Explicit",NA
"5026",2513,"II","control",69,"Explicit",NA
"5027",2514,"RB","task",8,"Explicit",NA
"5028",2514,"II","task",52,"Explicit",NA
"5029",2515,"RB","control",10,"Explicit",NA
"5030",2515,"II","control",70,"Explicit",NA
"5031",2516,"RB","task",118,"Procedural",1
"5032",2516,"II","task",31,"Explicit",NA
"5033",2517,"RB","control",8,"Explicit",NA
"5034",2517,"II","control",130,"Explicit",NA
"5035",2518,"RB","task",84,"Explicit",1
"5036",2518,"II","task",NA,NA,1
"5037",2519,"RB","control",33,"Explicit",NA
"5038",2519,"II","control",78,"Explicit",NA
"5039",2520,"RB","task",21,"Explicit",NA
"5040",2520,"II","task",130,"Explicit",NA
"5041",2521,"RB","control",8,"Explicit",NA
"5042",2521,"II","control",73,"Explicit",NA
"5043",2522,"RB","task",8,"Explicit",NA
"5044",2522,"II","task",30,"Explicit",NA
"5045",2523,"RB","control",8,"Explicit",NA
"5046",2523,"II","control",111,"Explicit",NA
"5047",2524,"RB","task",80,"Explicit",1
"5048",2524,"II","task",131,"Explicit",1
"5049",2525,"RB","control",9,"Explicit",NA
"5050",2525,"II","control",47,"Explicit",NA
"5051",2526,"RB","task",8,"Explicit",NA
"5052",2526,"II","task",63,"Explicit",NA
"5053",2527,"RB","control",28,"Explicit",NA
"5054",2527,"II","control",117,"Explicit",1
"5055",2528,"RB","task",NA,NA,1
"5056",2528,"II","task",99,"Explicit",1
"5057",2529,"RB","control",8,"Explicit",NA
"5058",2529,"II","control",42,"Explicit",NA
"5059",2530,"RB","task",8,"Explicit",NA
"5060",2530,"II","task",31,"Explicit",NA
"5061",2531,"RB","control",11,"Explicit",NA
"5062",2531,"II","control",8,"Explicit",NA
"5063",2532,"RB","task",10,"Explicit",NA
"5064",2532,"II","task",67,"Explicit",NA
"5065",2533,"RB","control",8,"Explicit",NA
"5066",2533,"II","control",21,"Explicit",NA
"5067",2534,"RB","task",34,"Explicit",NA
"5068",2534,"II","task",149,"Explicit",1
"5069",2535,"RB","control",9,"Explicit",NA
"5070",2535,"II","control",48,"Explicit",NA
"5071",2536,"RB","task",176,"Explicit",1
"5072",2536,"II","task",128,"Explicit",1
"5073",2537,"RB","control",14,"Explicit",NA
"5074",2537,"II","control",94,"Explicit",NA
"5075",2538,"RB","task",194,"Explicit",1
"5076",2538,"II","task",51,"Explicit",NA
"5077",2539,"RB","control",8,"Explicit",NA
"5078",2539,"II","control",18,"Explicit",NA
"5079",2540,"RB","task",8,"Explicit",NA
"5080",2540,"II","task",43,"Explicit",NA
"5081",2541,"RB","control",25,"Explicit",NA
"5082",2541,"II","control",37,"Explicit",NA
"5083",2542,"RB","task",39,"Explicit",1
"5084",2542,"II","task",144,"Explicit",1
"5085",2543,"RB","control",14,"Explicit",NA
"5086",2543,"II","control",19,"Explicit",NA
"5087",2544,"RB","task",27,"Explicit",NA
"5088",2544,"II","task",8,"Explicit",NA
"5089",2545,"RB","control",8,"Explicit",NA
"5090",2545,"II","control",27,"Explicit",NA
"5091",2546,"RB","task",NA,NA,1
"5092",2546,"II","task",29,"Explicit",NA
"5093",2547,"RB","control",8,"Explicit",NA
"5094",2547,"II","control",30,"Explicit",NA
"5095",2548,"RB","task",85,"Explicit",1
"5096",2548,"II","task",12,"Explicit",NA
"5097",2549,"RB","control",8,"Explicit",NA
"5098",2549,"II","control",74,"Explicit",NA
"5099",2550,"RB","task",99,"Procedural",1
"5100",2550,"II","task",134,"Explicit",1
"5101",2551,"RB","control",29,"Explicit",NA
"5102",2551,"II","control",37,"Explicit",NA
"5103",2552,"RB","task",12,"Explicit",NA
"5104",2552,"II","task",54,"Explicit",NA
"5105",2553,"RB","control",9,"Explicit",NA
"5106",2553,"II","control",58,"Explicit",NA
"5107",2554,"RB","task",100,"Explicit",1
"5108",2554,"II","task",121,"Explicit",1
"5109",2555,"RB","control",8,"Explicit",NA
"5110",2555,"II","control",16,"Explicit",NA
"5111",2556,"RB","task",44,"Explicit",1
"5112",2556,"II","task",11,"Explicit",NA
"5113",2557,"RB","control",14,"Explicit",NA
"5114",2557,"II","control",170,"Explicit",1
"5115",2558,"RB","task",78,"Explicit",1
"5116",2558,"II","task",8,"Explicit",NA
"5117",2559,"RB","control",14,"Explicit",NA
"5118",2559,"II","control",114,"Explicit",NA
"5119",2560,"RB","task",11,"Explicit",NA
"5120",2560,"II","task",105,"Explicit",NA
"5121",2561,"RB","control",28,"Explicit",NA
"5122",2561,"II","control",181,"Explicit",1
"5123",2562,"RB","task",169,"Explicit",1
"5124",2562,"II","task",8,"Explicit",NA
"5125",2563,"RB","control",9,"Explicit",NA
"5126",2563,"II","control",30,"Explicit",NA
"5127",2564,"RB","task",123,"Explicit",1
"5128",2564,"II","task",53,"Explicit",NA
"5129",2565,"RB","control",10,"Explicit",NA
"5130",2565,"II","control",74,"Explicit",NA
"5131",2566,"RB","task",12,"Explicit",NA
"5132",2566,"II","task",8,"Explicit",NA
"5133",2567,"RB","control",21,"Explicit",NA
"5134",2567,"II","control",27,"Explicit",NA
"5135",2568,"RB","task",8,"Explicit",NA
"5136",2568,"II","task",114,"Procedural",1
"5137",2569,"RB","control",8,"Explicit",NA
"5138",2569,"II","control",71,"Explicit",NA
"5139",2570,"RB","task",37,"Explicit",NA
"5140",2570,"II","task",63,"Explicit",NA
"5141",2571,"RB","control",9,"Explicit",NA
"5142",2571,"II","control",53,"Explicit",NA
"5143",2572,"RB","task",14,"Explicit",NA
"5144",2572,"II","task",36,"Explicit",NA
"5145",2573,"RB","control",8,"Explicit",NA
"5146",2573,"II","control",70,"Explicit",NA
"5147",2574,"RB","task",11,"Explicit",NA
"5148",2574,"II","task",52,"Explicit",NA
"5149",2575,"RB","control",28,"Explicit",NA
"5150",2575,"II","control",21,"Explicit",NA
"5151",2576,"RB","task",8,"Explicit",NA
"5152",2576,"II","task",64,"Explicit",1
"5153",2577,"RB","control",10,"Explicit",NA
"5154",2577,"II","control",26,"Explicit",NA
"5155",2578,"RB","task",8,"Explicit",NA
"5156",2578,"II","task",19,"Explicit",NA
"5157",2579,"RB","control",8,"Explicit",NA
"5158",2579,"II","control",23,"Explicit",NA
"5159",2580,"RB","task",180,"Explicit",1
"5160",2580,"II","task",23,"Explicit",NA
"5161",2581,"RB","control",13,"Explicit",NA
"5162",2581,"II","control",37,"Explicit",NA
"5163",2582,"RB","task",108,"Explicit",1
"5164",2582,"II","task",NA,NA,1
"5165",2583,"RB","control",11,"Explicit",NA
"5166",2583,"II","control",99,"Explicit",NA
"5167",2584,"RB","task",146,"Explicit",1
"5168",2584,"II","task",15,"Explicit",NA
"5169",2585,"RB","control",11,"Explicit",NA
"5170",2585,"II","control",174,"Explicit",1
"5171",2586,"RB","task",88,"Explicit",1
"5172",2586,"II","task",98,"Explicit",1
"5173",2587,"RB","control",23,"Explicit",NA
"5174",2587,"II","control",NA,NA,1
"5175",2588,"RB","task",200,"Explicit",1
"5176",2588,"II","task",47,"Explicit",NA
"5177",2589,"RB","control",8,"Explicit",NA
"5178",2589,"II","control",115,"Explicit",NA
"5179",2590,"RB","task",NA,NA,1
"5180",2590,"II","task",23,"Explicit",NA
"5181",2591,"RB","control",9,"Explicit",NA
"5182",2591,"II","control",35,"Explicit",NA
"5183",2592,"RB","task",89,"Procedural",1
"5184",2592,"II","task",181,"Explicit",1
"5185",2593,"RB","control",8,"Explicit",NA
"5186",2593,"II","control",163,"Explicit",1
"5187",2594,"RB","task",8,"Explicit",NA
"5188",2594,"II","task",15,"Explicit",NA
"5189",2595,"RB","control",10,"Explicit",NA
"5190",2595,"II","control",164,"Procedural",1
"5191",2596,"RB","task",137,"Explicit",1
"5192",2596,"II","task",54,"Explicit",NA
"5193",2597,"RB","control",27,"Explicit",NA
"5194",2597,"II","control",68,"Explicit",NA
"5195",2598,"RB","task",33,"Explicit",NA
"5196",2598,"II","task",92,"Explicit",NA
"5197",2599,"RB","control",21,"Explicit",NA
"5198",2599,"II","control",9,"Explicit",NA
"5199",2600,"RB","task",101,"Explicit",1
"5200",2600,"II","task",12,"Explicit",NA
"5201",2601,"RB","control",9,"Explicit",NA
"5202",2601,"II","control",130,"Explicit",NA
"5203",2602,"RB","task",8,"Explicit",NA
"5204",2602,"II","task",48,"Explicit",1
"5205",2603,"RB","control",23,"Explicit",NA
"5206",2603,"II","control",107,"Explicit",NA
"5207",2604,"RB","task",113,"Explicit",1
"5208",2604,"II","task",42,"Explicit",NA
"5209",2605,"RB","control",14,"Explicit",NA
"5210",2605,"II","control",51,"Explicit",NA
"5211",2606,"RB","task",61,"Explicit",1
"5212",2606,"II","task",165,"Explicit",1
"5213",2607,"RB","control",9,"Explicit",NA
"5214",2607,"II","control",37,"Explicit",NA
"5215",2608,"RB","task",101,"Procedural",1
"5216",2608,"II","task",115,"Explicit",1
"5217",2609,"RB","control",29,"Explicit",NA
"5218",2609,"II","control",25,"Explicit",NA
"5219",2610,"RB","task",8,"Explicit",NA
"5220",2610,"II","task",25,"Explicit",NA
"5221",2611,"RB","control",23,"Explicit",NA
"5222",2611,"II","control",16,"Explicit",NA
"5223",2612,"RB","task",8,"Explicit",NA
"5224",2612,"II","task",97,"Explicit",1
"5225",2613,"RB","control",13,"Explicit",NA
"5226",2613,"II","control",13,"Explicit",NA
"5227",2614,"RB","task",8,"Explicit",NA
"5228",2614,"II","task",68,"Explicit",NA
"5229",2615,"RB","control",11,"Explicit",NA
"5230",2615,"II","control",10,"Explicit",NA
"5231",2616,"RB","task",52,"Explicit",1
"5232",2616,"II","task",18,"Explicit",NA
"5233",2617,"RB","control",14,"Explicit",NA
"5234",2617,"II","control",158,"Procedural",1
"5235",2618,"RB","task",82,"Explicit",1
"5236",2618,"II","task",44,"Explicit",NA
"5237",2619,"RB","control",10,"Explicit",NA
"5238",2619,"II","control",119,"Explicit",NA
"5239",2620,"RB","task",42,"Explicit",NA
"5240",2620,"II","task",28,"Explicit",NA
"5241",2621,"RB","control",9,"Explicit",NA
"5242",2621,"II","control",134,"Explicit",NA
"5243",2622,"RB","task",19,"Explicit",NA
"5244",2622,"II","task",47,"Explicit",1
"5245",2623,"RB","control",12,"Explicit",NA
"5246",2623,"II","control",60,"Explicit",NA
"5247",2624,"RB","task",NA,NA,1
"5248",2624,"II","task",131,"Explicit",1
"5249",2625,"RB","control",23,"Explicit",NA
"5250",2625,"II","control",NA,NA,1
"5251",2626,"RB","task",41,"Explicit",1
"5252",2626,"II","task",108,"Explicit",1
"5253",2627,"RB","control",8,"Explicit",NA
"5254",2627,"II","control",55,"Explicit",NA
"5255",2628,"RB","task",56,"Explicit",1
"5256",2628,"II","task",176,"Explicit",1
"5257",2629,"RB","control",20,"Explicit",NA
"5258",2629,"II","control",46,"Explicit",NA
"5259",2630,"RB","task",8,"Explicit",NA
"5260",2630,"II","task",36,"Explicit",NA
"5261",2631,"RB","control",8,"Explicit",NA
"5262",2631,"II","control",13,"Explicit",NA
"5263",2632,"RB","task",15,"Explicit",NA
"5264",2632,"II","task",28,"Explicit",NA
"5265",2633,"RB","control",10,"Explicit",NA
"5266",2633,"II","control",75,"Explicit",NA
"5267",2634,"RB","task",20,"Explicit",NA
"5268",2634,"II","task",10,"Explicit",NA
"5269",2635,"RB","control",33,"Explicit",NA
"5270",2635,"II","control",14,"Explicit",NA
"5271",2636,"RB","task",8,"Explicit",NA
"5272",2636,"II","task",63,"Explicit",NA
"5273",2637,"RB","control",8,"Explicit",NA
"5274",2637,"II","control",93,"Explicit",NA
"5275",2638,"RB","task",14,"Explicit",NA
"5276",2638,"II","task",21,"Explicit",NA
"5277",2639,"RB","control",27,"Explicit",NA
"5278",2639,"II","control",17,"Explicit",NA
"5279",2640,"RB","task",NA,NA,1
"5280",2640,"II","task",35,"Explicit",NA
"5281",2641,"RB","control",8,"Explicit",NA
"5282",2641,"II","control",11,"Explicit",NA
"5283",2642,"RB","task",63,"Explicit",1
"5284",2642,"II","task",12,"Explicit",NA
"5285",2643,"RB","control",10,"Explicit",NA
"5286",2643,"II","control",68,"Explicit",NA
"5287",2644,"RB","task",8,"Explicit",NA
"5288",2644,"II","task",71,"Explicit",NA
"5289",2645,"RB","control",8,"Explicit",NA
"5290",2645,"II","control",40,"Explicit",NA
"5291",2646,"RB","task",32,"Explicit",NA
"5292",2646,"II","task",58,"Explicit",NA
"5293",2647,"RB","control",21,"Explicit",NA
"5294",2647,"II","control",53,"Explicit",NA
"5295",2648,"RB","task",88,"Explicit",1
"5296",2648,"II","task",8,"Explicit",NA
"5297",2649,"RB","control",25,"Explicit",NA
"5298",2649,"II","control",83,"Explicit",NA
"5299",2650,"RB","task",8,"Explicit",NA
"5300",2650,"II","task",18,"Explicit",NA
"5301",2651,"RB","control",8,"Explicit",NA
"5302",2651,"II","control",60,"Explicit",NA
"5303",2652,"RB","task",59,"Explicit",1
"5304",2652,"II","task",55,"Explicit",NA
"5305",2653,"RB","control",20,"Explicit",NA
"5306",2653,"II","control",41,"Explicit",NA
"5307",2654,"RB","task",8,"Explicit",NA
"5308",2654,"II","task",117,"Explicit",1
"5309",2655,"RB","control",18,"Explicit",NA
"5310",2655,"II","control",194,"Procedural",NA
"5311",2656,"RB","task",8,"Explicit",NA
"5312",2656,"II","task",25,"Explicit",NA
"5313",2657,"RB","control",8,"Explicit",NA
"5314",2657,"II","control",49,"Explicit",NA
"5315",2658,"RB","task",11,"Explicit",NA
"5316",2658,"II","task",68,"Explicit",1
"5317",2659,"RB","control",12,"Explicit",NA
"5318",2659,"II","control",41,"Explicit",NA
"5319",2660,"RB","task",24,"Explicit",NA
"5320",2660,"II","task",NA,NA,1
"5321",2661,"RB","control",22,"Explicit",NA
"5322",2661,"II","control",14,"Explicit",NA
"5323",2662,"RB","task",101,"Explicit",1
"5324",2662,"II","task",47,"Explicit",NA
"5325",2663,"RB","control",13,"Explicit",NA
"5326",2663,"II","control",36,"Explicit",NA
"5327",2664,"RB","task",93,"Explicit",1
"5328",2664,"II","task",106,"Explicit",1
"5329",2665,"RB","control",12,"Explicit",NA
"5330",2665,"II","control",66,"Explicit",NA
"5331",2666,"RB","task",96,"Explicit",1
"5332",2666,"II","task",44,"Explicit",NA
"5333",2667,"RB","control",18,"Explicit",NA
"5334",2667,"II","control",27,"Explicit",NA
"5335",2668,"RB","task",40,"Explicit",NA
"5336",2668,"II","task",30,"Explicit",NA
"5337",2669,"RB","control",11,"Explicit",NA
"5338",2669,"II","control",107,"Explicit",NA
"5339",2670,"RB","task",NA,NA,1
"5340",2670,"II","task",26,"Explicit",NA
"5341",2671,"RB","control",15,"Explicit",NA
"5342",2671,"II","control",79,"Explicit",NA
"5343",2672,"RB","task",8,"Explicit",NA
"5344",2672,"II","task",31,"Explicit",NA
"5345",2673,"RB","control",8,"Explicit",NA
"5346",2673,"II","control",38,"Explicit",NA
"5347",2674,"RB","task",8,"Explicit",NA
"5348",2674,"II","task",60,"Explicit",NA
"5349",2675,"RB","control",21,"Explicit",NA
"5350",2675,"II","control",NA,NA,1
"5351",2676,"RB","task",174,"Procedural",1
"5352",2676,"II","task",55,"Explicit",NA
"5353",2677,"RB","control",24,"Explicit",NA
"5354",2677,"II","control",43,"Explicit",NA
"5355",2678,"RB","task",NA,NA,1
"5356",2678,"II","task",28,"Explicit",NA
"5357",2679,"RB","control",15,"Explicit",NA
"5358",2679,"II","control",39,"Explicit",NA
"5359",2680,"RB","task",8,"Explicit",NA
"5360",2680,"II","task",76,"Explicit",1
"5361",2681,"RB","control",18,"Explicit",NA
"5362",2681,"II","control",144,"Explicit",1
"5363",2682,"RB","task",75,"Explicit",1
"5364",2682,"II","task",15,"Explicit",NA
"5365",2683,"RB","control",65,"Explicit",NA
"5366",2683,"II","control",150,"Procedural",NA
"5367",2684,"RB","task",55,"Explicit",1
"5368",2684,"II","task",41,"Explicit",NA
"5369",2685,"RB","control",8,"Explicit",NA
"5370",2685,"II","control",167,"Procedural",1
"5371",2686,"RB","task",16,"Explicit",NA
"5372",2686,"II","task",28,"Explicit",NA
"5373",2687,"RB","control",8,"Explicit",NA
"5374",2687,"II","control",32,"Explicit",NA
"5375",2688,"RB","task",108,"Explicit",1
"5376",2688,"II","task",43,"Explicit",NA
"5377",2689,"RB","control",18,"Explicit",NA
"5378",2689,"II","control",17,"Explicit",NA
"5379",2690,"RB","task",164,"Explicit",1
"5380",2690,"II","task",51,"Explicit",NA
"5381",2691,"RB","control",16,"Explicit",NA
